1.864167183359040791e+03 2.492955599699515915e+03
1.865136637382807066e+03 1.358062710044985351e+03
4.434622647766338559e+03 7.886199303758980932e+02
1.866304767237865235e+03 3.615754748159510200e+03
1.867466554490453518e+03 3.719350959370237433e+03
1.567740032375136934e+03 3.489605271664716838e+03
1.424007367574459522e+03 2.136082289761250649e+03
4.187082191264164976e+03 2.008208114809798417e+03
4.355470220939353567e+03 1.321578972546705018e+03
1.545116829264404942e+03 1.365858916643983548e+03
2.334287457222789271e+03 6.294106145909807992e+02
4.294380841540162692e+03 1.915970985061002239e+03
1.872645883862064920e+03 3.734516385784583690e+03
1.142713459366411598e+03 7.225182983742649867e+02
1.982153355362943103e+03 4.156088113349474952e+03
1.874881764277327648e+03 3.085617181143880771e+03
2.233004322941273131e+03 3.432412403297991659e+03
8.795402518682732307e+02 1.246500902871017615e+03
1.668288841898686997e+03 4.316917337348563706e+03
4.454637284800331145e+03 1.737488493522169165e+03
2.138280263759063473e+03 3.750698941998385180e+03
2.029327600516404118e+03 8.886745879536896382e+02
3.372412266021781761e+03 3.780816655252170676e+03
1.882452973262832302e+03 2.829449274983077430e+03
1.868709551870330415e+03 2.726336868157291065e+03
1.864269508315440817e+03 2.880818393628665490e+03
1.864973828017552933e+03 3.721332669221831566e+03
1.595405079070201054e+03 1.542258230122153236e+03
2.248000994435188659e+03 4.150257828784528101e+03
3.284647706289354119e+03 2.192444003545154828e+03
1.866878669863894174e+03 3.974301065620255031e+03
1.631375488550888804e+03 1.961923040423436760e+03
3.537760970947192163e+03 5.510304740087298114e+02
2.622358981653634601e+03 7.626236231654221456e+02
4.100837677674427141e+03 7.143118927976661325e+02
1.795734429917141370e+03 2.479189307581527828e+03
1.301458137572442638e+03 4.059952044726895565e+03
1.789880290891504046e+03 4.558307026249409319e+03
2.314244351874070162e+03 1.751702557056479463e+03
1.865038337084914474e+03 4.406979620443332351e+03
1.867341155790196808e+03 2.068161119844600307e+03
1.642621496832125104e+03 4.118886440224629041e+03
1.274508353340651865e+03 2.230884524114903343e+03
4.021386344584065228e+03 3.016731116446102078e+03
1.869972880715085466e+03 1.106196977617861421e+03
2.971004613175962731e+03 7.603140789534561463e+02
1.669496900823503665e+03 2.091495024677225501e+03
2.777084857259753335e+03 1.523679840903785362e+03
1.867541794521930797e+03 4.608733990136593093e+03
3.700774595029942247e+03 3.027003917113114767e+03
3.488806461229160504e+03 3.444054100469251694e+02
1.869581564802258981e+03 2.041869454818682925e+03
3.906591350401101408e+03 1.844514523040530548e+03
1.446518377679622972e+03 5.491470844248710819e+02
1.868428489745477918e+03 1.349977683528540865e+03
4.669413052654933381e+03 5.958383978370580962e+02
4.524039242341098543e+03 2.147542364314123461e+03
1.864432842810073907e+03 4.336273003658089692e+03
1.579366643355633187e+03 2.961549906188828118e+03
2.598977517261735102e+03 2.322733306786801222e+03
4.845649920503617977e+03 1.554935009362396386e+03
8.697876465239827439e+02 1.033650786717396159e+03
1.664853807025679998e+03 3.303597633625009166e+03
1.860075736981636283e+03 3.330860479101206238e+03
3.994984038759484974e+03 2.958781129801397128e+03
4.177089327352255168e+03 1.947410801124099862e+03
1.867766911038080934e+03 4.524189233027749651e+03
1.883429771994595512e+03 1.555038707943488134e+03
4.234272319407168652e+03 5.236190472608477648e+02
2.247973604136389895e+03 1.844050475285132279e+03
3.232198651114506902e+03 3.959845937317697008e+03
4.366021056218984086e+03 7.757822180237353678e+02
2.658151889943873812e+03 3.729464517218359561e+03
1.545432527423269676e+03 3.349209811181005080e+03
2.720085353955943901e+03 4.215212400612940655e+03
3.496672897054183977e+03 7.247761024735074216e+02
4.146536136498712949e+03 6.392716676980609236e+02
3.224728753373981817e+03 3.177208914053273475e+03
1.870540231688660924e+03 5.531649776746679663e+02
