4.046256719602627072e+03,2.693365643412133068e+03
4.235262608972722774e+03,3.441833987831335435e+03
2.743215226601015729e+03,4.393686829491599383e+03
1.082954100256315996e+03,3.474899614403089345e+03
5.020191035614795510e+03,2.001349802434334379e+03
1.490302661555917666e+03,2.292934303571982127e+03
2.177252882254010274e+03,1.862690647845127842e+03
4.892502241344747745e+03,2.444873685939759071e+03
1.905933261236783437e+03,4.185693719541687642e+03
2.469101027542763859e+03,4.183463461931494749e+03
2.365753440940295150e+03,3.630633074587056399e+03
1.108312014571115697e+03,4.675980648807661964e+03
2.948605855188693113e+03,1.840679036178784145e+03
6.749756298462522182e+02,1.869478914324035941e+03
2.935106018295829472e+03,2.558808047625080235e+03
2.126061347525558176e+03,1.292903201827856265e+03
1.746628201665682809e+03,3.881183037566428538e+03
3.772784386216811527e+03,3.764951399584217143e+03
5.083054385396131693e+03,1.843840349864279915e+03
3.970250007339947388e+03,1.834131860471854907e+03
4.950718837455611720e+03,9.641296290025999269e+02
2.169522187502172073e+03,2.783803572976244595e+03
1.845310719629021605e+03,1.718725217696312257e+03
2.388110917777697068e+03,9.177035586843361443e+02
1.557100191808038289e+03,1.509298494134600560e+03
4.193195871981124583e+03,3.260393741352741017e+03
2.401899161391042526e+03,4.475081583619015873e+03
2.125505454101342366e+03,1.321856538614267265e+03
4.013187517948343157e+03,1.087415926433665163e+03
4.147855374656391177e+03,5.154774435489105144e+02
4.530611414237642748e+03,6.300136776862320858e+02
1.010841510826949616e+03,1.659261261486376725e+03
2.987823451218067021e+03,4.283489692300884599e+03
7.801483344562946058e+02,3.927080409322832111e+03
5.416144624230059890e+03,8.073172438688058037e+02
2.310072978723079359e+03,4.263732837476273744e+03
2.678422927340577189e+03,1.235947944463106069e+03
2.024420957685388430e+03,4.729901677060177462e+03
3.409879669835253026e+03,4.093429804112187867e+03
5.100144278489332464e+03,1.540071114151545316e+03
2.796594378117577889e+03,1.260695648961317602e+03
2.654325601925149840e+03,4.095298829536544417e+03
1.668151770429595217e+03,5.258853244579539705e+02
4.931314536810530626e+03,6.874233666094362434e+02
5.199723303816887892e+03,1.576551354734195456e+03
5.199723303816887892e+03,1.159814927645555599e+03
5.286072217598610223e+03,6.843790694525976050e+02
2.176655942117603900e+03,1.214693574319916706e+03
4.958377321184945686e+03,4.143481090289605504e+02
1.033990759082853856e+03,4.062528859726029168e+03
5.069115154836531474e+03,1.401938375562287547e+03
5.032743988964312848e+03,1.107144374319118242e+03
3.866568811429079233e+03,1.279688498387022946e+03
2.320293837838515174e+03,9.690998737350474812e+02
4.181060925411657081e+03,2.430610588742156324e+03
3.407698035534863720e+03,2.039965866456851245e+03
4.890115569840063472e+03,9.445914900205573304e+02
1.096255121793167518e+03,9.636721269022252727e+02
1.831341896865178114e+03,8.330399525782378305e+02
2.069302665921892640e+03,4.075292901342358164e+03
5.307561564933575937e+03,8.681034553595287662e+02
4.823606198613651941e+03,1.338615944176567382e+03
2.195643015237767486e+03,2.966505897282554542e+03
3.560137654600887345e+03,7.091039703884713390e+02
9.945158502917432770e+02,1.394447766787576256e+03
3.111956304078913945e+03,5.707679630716099837e+02
2.023181606738073015e+03,4.282207238350560147e+03
1.241960880529603855e+03,4.559675713036103843e+03
2.382597680091881102e+03,1.886301965479642604e+03
5.096765957422134306e+03,9.295413960586188296e+02
5.096765957422134306e+03,1.198964057853401755e+03
1.119910743076974313e+03,3.304985517106735188e+03
4.368233759321597063e+03,9.983851538053803552e+02
4.148124467486160029e+03,2.899728943206071563e+03
2.726488867215979099e+03,3.320241347474421673e+03
5.284613615572939125e+03,9.203859154119890036e+02
3.147949798129087867e+03,4.187087361455930477e+03
5.373910247198758043e+03,8.495009473634841015e+02
5.293123948839952391e+03,7.937180037253722276e+02
4.081736620342479910e+03,1.101033777330344492e+03
2.566818134800840653e+03,4.668677036900632629e+03
4.328998678587707218e+03,2.814301174643399008e+03
9.805185921310303456e+02,4.435314186995830823e+03
1.193461523659181466e+03,4.927843417827091798e+03
9.409685127118898436e+02,2.355247037855139297e+03
2.553055183014291288e+03,4.727241299361717211e+03
1.903306150364461246e+03,9.351869714387831891e+02
1.328713811037342339e+03,1.492868390381461950e+03
8.788974292271128661e+02,4.012289268670383080e+03
3.341184932129900972e+03,2.988172290651035382e+03
5.303949068076643925e+03,1.375847689091203165e+03
5.303949068076643925e+03,1.109426076339096426e+03
1.468756182519480944e+03,8.255894855929304867e+02
2.204991196392070378e+03,2.910400724200086188e+03
1.498949417687367259e+03,1.226184349955438165e+03
5.093554635676918224e+03,1.301426757216007900e+03
2.632561561181154048e+03,1.592326682086184519e+03
2.317287109637567482e+03,5.115086600986600160e+02
2.061089724839489008e+03,8.776081952647367643e+02
4.320081175546865779e+03,2.137099037111324378e+03
3.852839822377079599e+03,1.628179505296838670e+03
1.589350091816281520e+03,6.837876532945928147e+02
3.723923623974462316e+03,9.498982102120727404e+02
4.588486292008828968e+03,2.707074412996622868e+03
4.492671445408477666e+03,5.493766515019127610e+02
3.039488015444094344e+03,1.692624725125699570e+03
3.051024943878138856e+03,3.701033609228377372e+03
1.328148886124101864e+03,4.104349232590204338e+03
2.482463357991758130e+03,7.673324471683864658e+02
2.097177257463604292e+03,4.268850843292017998e+03
5.013637100664663194e+03,7.533896767767961364e+02
5.092743784102533027e+03,9.831612836037724037e+02
3.695618557861638237e+03,4.014746829515223681e+02
2.831894563152385217e+03,3.242661698689963487e+03
1.044948634234407109e+03,1.928858472993442319e+03
2.499268463305056684e+03,4.821749727481734226e+03
4.568915462646401465e+03,2.391294955508711155e+03
2.146265928190110117e+03,1.084065470696098828e+03
2.673719767062238589e+03,4.356818164532764058e+03
1.635707983591786160e+03,1.792882385699606402e+03
1.205437767023488277e+03,2.511937403239415744e+03
4.711939776342361256e+03,2.546921902204890102e+03
4.955449536053224620e+03,1.991617752071344285e+03
2.726026542745920324e+03,2.679269028621067719e+03
4.080377943193946976e+03,4.580223465615212604e+02
2.386416096064103840e+03,1.578037386951735698e+03
1.078357627132983225e+03,1.392302498260395851e+03
4.827135916695506239e+03,1.060976001099558516e+03
3.727092504639931576e+03,1.860333332299232097e+03
1.799478211767235052e+03,8.683932102447058696e+02
9.394113361358894281e+02,4.030142734112672315e+03
4.083585740321966568e+03,2.954356033041579508e+02
1.958653036638124831e+03,5.072311858887244398e+02
3.899268513006437843e+03,2.552094414335045258e+03
3.339515353034378677e+03,1.041361379462678997e+03
4.657569557211520078e+03,1.565444594108519368e+03
4.598833810584337698e+03,9.030794999959795177e+02
3.131769829046047107e+03,3.621606482286931623e+03
3.806705908253051803e+03,1.041659631506369124e+03
2.634342751208901063e+03,4.369906231343700711e+03
5.017548234311389024e+03,1.051689083073463280e+03
2.560434401705513210e+03,8.078385994358795870e+02
2.967059113645108937e+03,2.189787213058184079e+03
2.787622754585426264e+03,5.434752590063186517e+02
4.887068787362493822e+03,2.182654715186587055e+03
3.232478805217383069e+03,4.329908171308274177e+03
3.234429554840706714e+03,3.474786221716196906e+03
5.068558256245379198e+03,1.567864776739186709e+03
5.131435343375828779e+03,8.050367981170996927e+02
4.197653478101606197e+03,3.576158266223258579e+03
2.689123978584158522e+03,4.290853144185939527e+03
2.887884833351456564e+03,2.933116181642195443e+03
3.138284105730682768e+03,4.372679202796626669e+03
2.521032492217961135e+03,4.139164346801638203e+03
1.539462353236724084e+03,1.468584074804906777e+03
3.614723930776313864e+03,3.114997340404789611e+03
2.844194169200912711e+03,1.749066752713397136e+03
2.399967672385903370e+03,2.924486738029283060e+03
2.600804192449480979e+03,7.873225931947099525e+02
2.717445006330193337e+03,1.736943468211205300e+03
3.985825640695101811e+03,2.486775830482979927e+03
3.171158145658688227e+03,4.851593423116422628e+02
1.296780962506908736e+03,3.447166034619205220e+03
3.470441887039642552e+03,2.639217840027128659e+03
1.972397321674707655e+03,3.295763404119104507e+03
1.135680359067484005e+03,4.671366619373602589e+03
2.037793817082745591e+03,3.000869123911295446e+03
3.432944832920404224e+03,1.640381854334188120e+03
