3.421488026430211448e+03 7.653045430478111939e+02
1.373369128250703852e+03 3.971773879167614268e+03
3.170015255211576459e+03 2.375505649880700275e+03
3.571525061921165616e+03 3.579809162299377476e+03
4.204816048351373865e+03 7.187092857916999264e+02
1.320687869837655398e+03 3.670786915608622621e+03
3.931828688370093914e+03 7.607096478700776743e+02
1.878576421939946158e+03 2.300587252540384270e+03
4.174237037425406015e+03 1.192712951704831539e+03
1.867288294930013535e+03 3.750092851724594311e+03
4.486140734608521598e+03 2.603088691320777343e+03
3.998257491344751088e+03 1.904348049580816678e+03
4.905140223108942337e+03 7.786260914934798620e+02
1.553826422320325946e+03 2.201017144924323020e+03
1.481801031721130357e+03 3.688101537827330048e+03
1.865804119112768149e+03 3.391792280958948595e+03
1.861156941841212529e+03 4.296746012493733360e+03
1.573517546569550859e+03 3.413110317131653119e+03
1.897219085111992399e+03 1.627750897977496606e+03
4.454047685631907370e+03 2.554931923218562588e+03
1.862891545004286627e+03 3.130186574423968523e+03
1.973639320748253112e+03 4.004379758766815485e+03
1.859327704252343210e+03 2.149329158868040849e+03
1.918086946747609090e+03 1.502255071042491636e+03
2.817569269673065719e+03 1.737070034793242257e+03
1.866439951051559547e+03 4.564814683550431255e+03
1.785244019189578012e+03 2.659272015684205144e+03
1.865728958301050852e+03 4.139107222748633831e+03
3.921630569776057655e+03 1.369002463211410031e+03
2.069851979103642407e+03 2.149777826291034671e+03
1.865024417188618827e+03 2.981954958539408835e+03
1.639134480108018579e+03 3.614197359992109341e+03
1.262396560262724734e+03 1.106539290781309319e+03
1.878707097790703756e+03 3.859897674488388020e+03
1.705499938112938253e+03 2.688834708016242985e+03
1.694576694048847457e+03 2.262610598769578246e+03
2.458725928012844179e+03 2.484169156868676055e+03
3.648799291583511149e+03 1.250158485600213226e+03
1.860823125988142465e+03 4.265737422470316233e+03
1.657339936618584261e+03 4.404729961019285838e+03
1.879674071779303176e+03 2.002897184522993484e+03
1.590728778339047494e+03 3.449541483772096853e+03
3.188291578738871522e+03 2.314707580727332697e+03
1.660367140881095111e+03 2.218079364606620857e+03
3.063583666189422274e+03 8.360299414110891121e+02
1.506993919687860853e+03 3.097406099758569781e+03
1.871605188780175467e+03 1.478087432414248951e+03
1.863550126019662684e+03 4.059893826960131719e+03
1.710426037832957491e+03 2.109860512328273217e+03
6.875746612663999713e+02 2.739423524555863423e+03
1.535544037060925575e+03 3.117237944051342311e+03
1.866842200038413694e+03 2.639547662012816545e+03
1.979103632816476875e+03 1.822607690371194849e+03
4.119976188079066560e+03 5.820407773420412241e+02
4.934045490884380342e+03 1.068698901310117890e+03
7.176521121380244495e+02 3.437578162913553115e+03
1.719558964835590587e+03 4.171258127986920954e+03
3.199143365983036347e+03 3.062373917669809543e+03
1.548046534628627342e+03 3.488571131768224404e+03
2.427629879023934336e+03 2.476419168430194986e+03
1.875406445728862764e+03 3.509342894671660360e+03
3.792308291948699207e+03 1.934934189594526970e+03
3.087024570204654992e+03 4.060638747659515388e+02
1.938470024233429058e+03 1.816778703169393566e+03
3.451528038015187576e+03 9.770073293919307389e+02
1.980323537242266866e+03 7.654318689734269583e+02
1.204110128484447841e+03 2.614793082965368740e+03
2.387717069387989795e+03 3.627302766419147702e+03
2.287679055581579178e+03 3.335035766278661868e+03
2.255718369780615376e+03 4.587739139838796291e+03
2.330024272278498756e+03 4.386024332146005690e+03
1.856695490890045676e+03 1.748071256658262655e+03
2.737555744849525126e+03 2.297591412694784594e+03
1.520782394452332255e+03 3.989680542750076711e+03
3.720774640067021210e+03 3.441359899271520248e+02
4.561538426280238127e+03 2.221387702556970453e+03
1.874720097202226953e+03 4.033543234039688286e+03
1.865303956891584448e+03 4.260798599062020003e+03
2.693715533692144163e+03 2.610454384698407466e+03
1.524164422732574621e+03 1.080109870912958741e+03
2.368247238525227203e+03 3.391988442777103046e+03
1.875838638635894995e+03 3.827958302217383789e+03
1.613038843060286581e+03 5.732384856769149337e+02
3.809035469729906708e+03 1.104131992827764861e+03
1.977877132109287459e+03 1.924565711326745713e+03
1.691640956674302970e+03 2.725748573255965766e+03
1.479394732449967478e+03 4.238141552702275476e+03
4.499601218815294487e+03 1.798518643884555559e+03
1.810264744568038850e+03 1.658097781977869090e+03
7.067566903623809367e+02 3.490912020359785856e+03
1.870814373721889297e+03 3.256058650504755406e+03
1.642577192544824356e+03 4.044362886286482535e+03
1.874738349391529255e+03 3.284922346515309982e+03
1.856712872816538493e+03 3.737401918036371626e+03
1.870533397048963707e+03 2.852505666384347023e+03
3.750307858809670051e+03 4.404833170262515978e+02
4.022999536643746978e+03 2.124083535201558789e+03
1.855534490994084535e+03 3.702797480942555467e+03
3.397867700565573614e+03 1.457521675500935316e+03
1.047023159476877026e+03 4.106052674841263070e+03
2.727979756294594608e+03 1.033512965806612101e+03
1.590755439608639563e+03 3.078420239630431297e+03
1.868250720556256283e+03 2.017552982310295420e+03
4.135299584047875214e+03 1.905231462614518023e+03
2.074085744863921718e+03 3.654898635756390377e+03
2.718078097502522724e+03 3.863090158443774726e+03
3.670486446275630897e+03 1.268034767713075780e+03
1.870825258432483452e+03 5.249498954133367761e+02
1.873624795853623255e+03 3.821242774818909766e+03
3.071371895019062777e+03 3.019542797067689207e+03
1.683173432985837280e+03 2.534767360553873459e+03
1.865510992864612035e+03 4.553010914236912868e+03
4.583030463451010291e+03 1.972038971253502041e+03
1.339533530441437961e+03 1.038351755312093019e+03
1.866511843937677213e+03 3.424423940033280360e+03
2.153563223750615634e+03 1.339606288962776034e+03
1.694724034675030907e+03 4.367727893462260909e+03
4.879826984319870462e+03 9.236263889307979298e+02
8.783527122136960088e+02 1.547780725130716519e+03
5.043571167707053064e+03 8.574796453323374408e+02
2.192274899673133405e+03 4.334968285124943577e+03
2.762309743316885033e+03 4.227983488809773007e+03
3.708230735549966994e+03 3.259304733471970394e+03
2.606275799651485613e+03 7.624373619041314214e+02
1.365882840073745911e+03 4.202606073207948612e+03
2.094536048779053999e+03 1.743261663871833889e+03
1.882389163225856237e+03 2.338057513229667620e+03
4.874247006671612326e+03 8.085197430677460488e+02
1.871863607161405298e+03 4.492908036586667549e+03
1.557272975331419048e+03 2.834903872911971575e+03
3.280525307921537205e+03 3.823441425919413177e+03
1.876080669587750208e+03 3.760937418198974683e+03
1.391934855289977577e+03 2.532783460787823060e+03
2.459103884799292246e+03 1.864397819820832410e+03
1.873658832954379704e+03 3.708940517282182100e+03
1.866745248736400072e+03 4.164427176095619870e+03
4.218214896850935475e+03 1.432126616156166392e+03
2.262088244295258392e+03 1.733943584492926220e+03
1.875255350042476266e+03 4.122473884896309755e+03
1.824058397788956881e+03 1.197322684199758896e+03
2.608304667577600867e+03 6.957284939478579417e+02
1.862313830428133542e+03 3.631265388898790661e+03
4.243729430037634302e+03 8.440029127139355296e+02
4.363165638063447659e+03 2.327459302325150020e+03
2.765219244902251376e+03 7.487123452476314469e+02
2.699172631128288685e+03 3.560516027492699777e+03
4.340303440220383891e+03 2.220882266389733104e+03
1.858819214590621414e+03 2.168207415173228583e+03
1.000773643167667046e+03 2.001237564618219494e+03
3.940974615621716111e+03 1.811650662266151585e+03
1.981277253574085535e+03 3.699039883996737899e+03
1.804641675669947290e+03 1.859310077745545414e+03
1.858508286186467558e+03 2.880722448876538692e+03
